Board_Action_Indicator,Business_Name,County,County_Description,Email,Expire_Date,License_Active_Status_Description,License_Number,License_Status_Description,Mailing_Address_Area_Code,Mailing_Address_City,Mailing_Address_Line1,Mailing_Address_Phone_Extension,Mailing_Address_Phone_Number,Mailing_Address_State,Mailing_Address_ZIPcode,Mailing_Address_line2,Original_Date,Practice_Location_Address_City,Practice_Location_Address_Line1,Practice_Location_Address_State,Practice_Location_Address_ZIPcode,Practice_Location_Address_line2,Prescribe_Ind,Profession_Name,Rank_Code,Status_Effective_Date,address,address_administrative_area_level_1,address_administrative_area_level_2,address_country,address_formatted_address,address_lat,address_locality,address_lon,address_msg,address_neighborhood,address_postal_code,address_postal_code_suffix,address_route,address_street_number,address_subpremise,id,norm_id,index,lic_id,labels,correct_labels
N,SPA NORTHWEST LLC,51,MANATEE,info@spa-northwest.com,8/31/21,,23300,CLEAR,941,PALMETTO,3210 7th St Ct W,,713-3754,FL,34221,,6/26/09,BRADENTON,5701 21st Ave W,FL,34209,,N,Massage Establishment,MM,6/26/09,"5701 21st Ave W, BRADENTON, FL 34209",Florida,Manatee County,United States,"5701 21st Ave W, Bradenton, FL 34209, USA",27.4810553,Bradenton,-82.6185869,OK,,34209,5605,21st Avenue West,5701,,27.48106:-82.61859,27.48106:-82.61859#,massage,22760,0,0
N,Soul Shine Experience LLC,58,ORANGE,roomofbeautybodyandsoul@gmail.com,8/31/19,,37779,CLEAR,407,ORLANDO,106 E. Rollins St.,,252-2340,FL,32804,,3/9/18,WINTER PARK,1801 Oglesby Ave,FL,32789,,N,Massage Establishment,MM,3/9/18,"1801 Oglesby Ave, WINTER PARK, FL 32789",Florida,Orange County,United States,"1801 Oglesby Ave, Winter Park, FL 32789, USA",28.5914702,Winter Park,-81.3738177,OK,,32789,4544,Oglesby Avenue,1801,,28.59147:-81.37382,28.59147:-81.37382#,massage,39417,0,0
N,Panache Beauty Salon & Spa LLC,15,BREVARD,panache.forever@yahoo.com,8/31/21,,37669,CLEAR,321,ROCKLEDGE,1109 Seminole Drive,,338-7273,FL,32955,,2/8/18,ROCKLEDGE,1109 Seminole Drive,FL,32955,,N,Massage Establishment,MM,2/8/18,"1109 Seminole Drive, ROCKLEDGE, FL 32955",Florida,Brevard County,United States,"1109 Seminole Dr, Rockledge, FL 32955, USA",28.3333352,Rockledge,-80.722113,OK,Rockledge Park,32955,,Seminole Drive,1109,,28.33334:-80.72211,28.33334:-80.72211#,massage,39130,0,0
N,Donna Waldron,55,NASSAU,donnawaldronlmt@gmail.com,8/31/19,,37813,CLEAR,904,FERNANDINA BEACH,1263 S 6th Street,,507-8615,FL,32034,,3/16/18,FERNANDINA BEACH,1886 S 14th Street,FL,32034,,N,Massage Establishment,MM,3/16/18,"1886 S 14th Street, FERNANDINA BEACH, FL 32034",Florida,Nassau County,United States,"1886 S 14th St, Fernandina Beach, FL 32034, USA",30.6447354,Fernandina Beach,-81.4542914,OK,,32034,4719,South 14th Street,1886,,30.64474:-81.45429,30.64474:-81.45429#,massage,39444,0,0
N,"MY SPA RECESS, LLC",58,ORANGE,contact@mysparecess.com,8/31/19,,37508,CLEAR,407,OCOEE,1985 ERVING CIRCLE,,929-2643,FL,34761,SUITE 206,12/29/17,ORLANDO,2203 HILCREST ST,FL,32803,,N,Massage Establishment,MM,12/29/17,"2203 HILCREST ST, ORLANDO, FL 32803",Florida,Orange County,United States,"2203 Hillcrest St, Orlando, FL 32803, USA",28.5524723,Orlando,-81.3539277,OK,Northeast Orlando,32803,4905,Hillcrest Street,2203,,28.55247:-81.35393,28.55247:-81.35393#,massage,39140,0,0
N,Cape Coral Body and Foot Massage LLC,46,LEE,332171881@qq.com,8/31/21,,37797,CLEAR,239,CAPE CORAL,1116 SW 26th St,,560-2389,FL,33914,,3/13/18,CAPE CORAL,2936 Del Prado Blvd S.,FL,33904,,N,Massage Establishment,MM,3/13/18,"2936 Del Prado Blvd S., CAPE CORAL, FL 33904",Florida,Lee County,United States,"2936 Del Prado Blvd S, Cape Coral, FL 33904, USA",26.597414,Cape Coral,-81.941933,OK,Caloosahatchee,33904,7225,Del Prado Boulevard South,2936,,26.59741:-81.94193,26.59741:-81.94193#,massage,39422,0,0
N,St. Cloud VIP Nails & Spa Inc,59,OSCEOLA,hannavip96@yahoo.com,8/31/19,,37633,CLEAR,407,ST CLOUD,1501 E Irlo bronson memorial Hwy,,892-2797,FL,34771,,1/31/18,ST CLOUD,1501 E Irlo bronson hwy,FL,34771,,N,Massage Establishment,MM,1/31/18,"1501 E Irlo bronson hwy, ST CLOUD, FL 34771",Florida,Osceola County,United States,"1501 E Irlo Bronson Memorial Hwy, St Cloud, FL 34771, USA",28.2465605,St. Cloud,-81.2527652,OK,,34771,5821,East Irlo Bronson Memorial Highway,1501,,28.24656:-81.25277,28.24656:-81.25277#,massage,39214,0,0
N,Hideout Boutique LLC,46,LEE,hideoutboutique@gmail.com,8/31/19,,37317,CLEAR,239,ALVA,17691 Oak Creek rd,,895-4853,FL,33920,,11/15/17,FORT MYERS,1342 Colonial Blvd,FL,33907,H-58,N,Massage Establishment,MM,11/15/17,"1342 Colonial Blvd, FORT MYERS, FL 33907",Florida,Lee County,United States,"1342 Colonial Blvd, Fort Myers, FL 33907, USA",26.5949765,Fort Myers,-81.889653,OK,,33907,,Colonial Boulevard,1342,,26.59498:-81.88965,26.59498:-81.88965#,massage,38850,0,0
N,Synergy Massages,46,LEE,info@synergymassages.com,8/31/19,,37380,CLEAR,239,FORT MYERS,4802 Hunters Green Drive,,850-2845,FL,33905,,12/1/17,FORT MYERS,6202 PRESIDENTIAL COURT,FL,33919,,N,Massage Establishment,MM,12/1/17,"6202 PRESIDENTIAL COURT, FORT MYERS, FL 33919",Florida,Lee County,United States,"6202 Presidential Ct, Fort Myers, FL 33919, USA",26.5603916,Fort Myers,-81.8854715,OK,,33919,3522,Presidential Court,6202,,26.56039:-81.88547,26.56039:-81.88547#,massage,38822,0,0
N,Yuseli Roque,46,LEE,yrangelmassage@gmail.com,8/31/21,,37280,CLEAR,239,CAPE CORAL,2328 se 8th pl,,677-0904,FL,33990,,11/7/17,FORT MYERS,8359 beacon blvd,FL,33907,Ste 101,N,Massage Establishment,MM,11/7/17,"8359 beacon blvd, FORT MYERS, FL 33907",Florida,Lee County,United States,"8359 Beacon Blvd, Fort Myers, FL 33907, USA",26.5715111,Fort Myers,-81.8684372,OK,,33907,,Beacon Boulevard,8359,,26.57151:-81.86844,26.57151:-81.86844#,massage,38790,0,0
N,"EMERALD TANNING AND NAIL SALON, INC",26,DUVAL,fmtheramassage@yahoo.com,8/31/19,,16568,CLEAR,904,JACKSONVILLE,11018-124 124 OLD ST AUGUSTINE RD,,262-0962,FL,32257,,4/8/05,JACKSONVILLE,11018- 124 OLD ST AUGUSTINE RD,FL,32257,,N,Massage Establishment,MM,10/25/17,"11018- 124 OLD ST AUGUSTINE RD, JACKSONVILLE, FL 32257",Florida,Duval County,United States,"11018 Old St Augustine Rd, Jacksonville, FL 32257, USA",30.1753799,Jacksonville,-81.6047909,OK,Southwood,32257,,Old Saint Augustine Road,11018,,30.17538:-81.60479,30.17538:-81.60479#,massage,15545,0,0
N,"THE RED TENT HEALING ARTS, LLC",60,PALM BEACH,lisa@redtentwellness.com,8/31/19,,32167,CLEAR,561,DELRAY BEACH,353 N. Swinton Ave,,865-5791,FL,33444,,3/7/14,DELRAY BEACH,353 N. Swinton Ave,FL,33444,,N,Massage Establishment,MM,10/30/17,"353 N. Swinton Ave, DELRAY BEACH, FL 33444",Florida,Palm Beach County,United States,"353 N Swinton Ave, Delray Beach, FL 33444, USA",26.4689866,Delray Beach,-80.0729836,OK,,33444,2725,North Swinton Avenue,353,,26.46899:-80.07298,26.46899:-80.07298#,massage,32222,0,0
N,Cooperstown Enterprises LLC,60,PALM BEACH,essentialsofpalmbeachgardens@gmail.com,8/31/21,,37689,CLEAR,561,PALM BEACH GARDENS,4206B  Northlake Blvd,,625-0902,FL,33410,,2/13/18,PALM BEACH GARDENS,4206B  Northlake Blvd,FL,33410,,N,Massage Establishment,MM,2/13/18,"4206B  Northlake Blvd, PALM BEACH GARDENS, FL 33410",Florida,Palm Beach County,United States,"4206 Northlake Blvd, Palm Beach Gardens, FL 33410, USA",26.8060506,Palm Beach Gardens,-80.1011541,OK,,33410,,Northlake Boulevard,4206,,26.80605:-80.10115,26.80605:-80.10115#,massage,38999,0,0
N,"Necessary Elements of South Tampa, LLC",39,HILLSBOROUGH,amanda.h.boyette@gmail.com,8/31/19,,37473,CLEAR,813,TAMPA,2818 W Shelton Ave,,531-3966,FL,33611,,12/20/17,TAMPA,2714 S Macdill Ave,FL,33629,,N,Massage Establishment,MM,12/20/17,"2714 S Macdill Ave, TAMPA, FL 33629",Florida,Hillsborough County,United States,"2714 S MacDill Ave, Tampa, FL 33629, USA",27.9213322,Tampa,-82.4933574,OK,Palma Ceia,33629,7222,South MacDill Avenue,2714,,27.92133:-82.49336,27.92133:-82.49336#,massage,39044,0,0
N,Eastern Reflexology Inc,60,PALM BEACH,easternreflexology@aol.com,8/31/19,,37312,CLEAR,561,BOYNTON BEACH,10114 s military trail,,666-0615,FL,33436,unit 113,11/14/17,BOYNTON BEACH,10114 s military trail,FL,33436,unit 113,N,Massage Establishment,MM,11/14/17,"10114 s military trail, BOYNTON BEACH, FL 33436",Florida,Palm Beach County,United States,"10114 S Military Trail, Boynton Beach, FL 33436, USA",26.5265291,Boynton Beach,-80.1220691,OK,,33436,4048,South Military Trail,10114,,26.52653:-80.12207,26.52653:-80.12207#,massage,38854,0,0
N,HARMONY ECO SPA,62,PINELLAS,harmonyecohairspa@gmail.com,8/31/19,,31874,CLEAR,727,SAINT PETERSBURG,400 4th Street North,,822-8701,FL,33701,,12/31/13,SAINT PETERSBURG,400 4TH ST. NORTH,FL,33701,,N,Massage Establishment,MM,10/3/17,"400 4TH ST. NORTH, SAINT PETERSBURG, FL 33701",Florida,Pinellas County,United States,"400 4th St N, St. Petersburg, FL 33701, USA",27.776646,St. Petersburg,-82.638712,OK,Downtown,33701,2804,4th Street North,400,,27.77665:-82.63871,27.77665:-82.63871#,massage,31912,0,0
N,"CITY YOGA, LLC",65,ST.JOHNS,amsdpt@gmail.com,8/31/19,,31387,CLEAR,314,SAINT AUGUSTINE,120 Sea Grove Main Street,,283-8546,FL,32080,,9/17/13,ST AUGUSTINE,120 Sea Grove Main Street,FL,32080,,N,Massage Establishment,MM,9/19/17,"120 Sea Grove Main Street, ST AUGUSTINE, FL 32080",Florida,St. Johns County,United States,"120 Sea Grove Main St, St. Augustine, FL 32080, USA",29.84556,St. Augustine,-81.2784556,OK,,32080,6308,Sea Grove Main Street,120,,29.84556:-81.27846,29.84556:-81.27846#,massage,31312,0,0
N,Flexation Body work and massage,16,BROWARD,flexation.massage@gmail.com,8/31/19,,37114,CLEAR,239,OAKLAND PARK,222 nw 45th st,,898-7474,FL,33309,,10/2/17,OAKLAND PARK,222 nw 45th st,FL,33309,,N,Massage Establishment,MM,10/2/17,"222 nw 45th st, OAKLAND PARK, FL 33309",Florida,Broward County,United States,"222 NW 45th St, Oakland Park, FL 33309, USA",26.1818241,Oakland Park,-80.1482989,OK,North Andrews Gardens,33309,3910,Northwest 45th Street,222,,26.18182:-80.14830,26.18182:-80.14830#,massage,38400,0,0
N,"HASHKAOT INVESTMENT RELATIONS, LLC",60,PALM BEACH,rdorfman@mysalonsuite.com,8/31/19,,32320,CLEAR,248,BOCA RATON,7928 CHULA VISTA CRES,,982-4700,FL,33433,,4/9/14,PALM BEACH GARDENS,3804 NORTHLAKE BLVD,FL,33403,,N,Massage Establishment,MM,10/10/17,"3804 NORTHLAKE BLVD, PALM BEACH GARDENS, FL 33403",Florida,Palm Beach County,United States,"3804 Northlake Blvd, Palm Beach Gardens, FL 33403, USA",26.8074283,Palm Beach Gardens,-80.0947078,OK,,33403,1503,Northlake Boulevard,3804,,26.80743:-80.09471,26.80743:-80.09471#,massage,32371,0,0
N,"Fyzbiz, LLC",46,LEE,dgiovannozzi@fyzicalswfl.com,8/31/21,,37376,CLEAR,239,BONITA SPRINGS,25241 Elementary Way,,947-4184,FL,34135,Suite 200,11/30/17,BONITA SPRINGS,25241 Elementary Way,FL,34135,Suite 200,N,Massage Establishment,MM,11/30/17,"25241 Elementary Way, BONITA SPRINGS, FL 34135",Florida,Lee County,United States,"25241 Elementary Way, Bonita Springs, FL 34135, USA",26.3704094,Bonita Springs,-81.8058914,OK,,34135,7883,Elementary Way,25241,,26.37041:-81.80589,26.37041:-81.80589#,massage,38956,0,0
N,KYE USA CORPORATION,68,SARASOTA,bhupravi@hotmail.com,8/31/19,,35806,CLEAR,941,SARASOTA,4141 S. TAMIAMI TRAIL,,954-4968,FL,34231,SUITE #12,10/14/16,SARASOTA,4141 S. TAMIAMI TRAIL,FL,34231,SUITE #12,N,Massage Establishment,MM,10/3/17,"4141 S. TAMIAMI TRAIL, SARASOTA, FL 34231",Florida,Sarasota County,United States,"4141 S Tamiami Trail, Sarasota, FL 34231, USA",27.2934552,Sarasota,-82.5300631,OK,,34231,,South Tamiami Trail,4141,,27.29346:-82.53006,27.29346:-82.53006#,massage,36509,0,0
N,LAKESIDE MASSAGE AND SPA LLC,59,OSCEOLA,lakesidemassageandspa@gmail.com,8/31/19,,33737,CLEAR,407,KISSIMMEE,231 Ruby Ave Suite D,,219-0655,FL,34741,,5/5/15,KISSIMMEE,231 RUBY AVE SUITE D,FL,34741,,N,Massage Establishment,MM,5/5/15,"231 RUBY AVE SUITE D, KISSIMMEE, FL 34741",Florida,Osceola County,United States,"231 Ruby Ave SUITE D, Kissimmee, FL 34741, USA",28.2911084,Kissimmee,-81.4058323,OK,,34741,5640,Ruby Avenue,231,D,28.29111:-81.40583,28.29111:-81.40583#D,massage,34141,0,0
N,Jacqueline's of Treasure Island Inc.,62,PINELLAS,hairbykalina@outlook.com,8/31/19,,37337,CLEAR,727,TREASURE ISLAND,279 107th Ave.,,455-8528,FL,33706,,11/21/17,TREASURE ISLAND,279 107th Ave.,FL,33706,,N,Massage Establishment,MM,11/21/17,"279 107th Ave., TREASURE ISLAND, FL 33706",Florida,Pinellas County,United States,"279 107th Ave, Treasure Island, FL 33706, USA",27.7702108,Treasure Island,-82.7659863,OK,,33706,4717,107th Avenue,279,,27.77021:-82.76599,27.77021:-82.76599#,massage,38662,0,0
N,"KIMBERLY JONES, L.M.T.",27,ESCAMBIA,joneskdj36@aol.com,8/31/19,,27209,CLEAR,850,PENSACOLA,6400 NORTH DAVIS HIGHWAY,,525-5334,FL,32504,SUITE 8,6/29/11,PENSACOLA,6400 Norh Davis Hwy Ste 8,FL,32504,,N,Massage Establishment,MM,6/29/11,"6400 Norh Davis Hwy Ste 8, PENSACOLA, FL 32504",Florida,Escambia County,United States,"6400 N Davis Hwy #8, Pensacola, FL 32504, USA",30.4908855,Pensacola,-87.2229716,OK,Northeast Pensacola,32504,6968,North Davis Highway,6400,8,30.49089:-87.22297,30.49089:-87.22297#8,massage,26710,0,0
N,HDMT Enterprises Corp,61,PASCO,renewaldayspaoftrinity@yahoo.com,8/31/19,,37171,CLEAR,813,NEW PORT RICHEY,10708 Magrath Lane,,416-3373,FL,34654,,10/12/17,TRINITY,2330 Seven Springs Blvd.,FL,34655,,N,Massage Establishment,MM,10/12/17,"2330 Seven Springs Blvd., TRINITY, FL 34655",Florida,Pasco County,United States,"2330 Seven Springs Blvd, New Port Richey, FL 34655, USA",28.1934728,New Port Richey,-82.6984695,OK,,34655,,Seven Springs Boulevard,2330,,28.19347:-82.69847,28.19347:-82.69847#,massage,38681,0,0
N,Cranio & Massage Health Inc,58,ORANGE,usabr.marcelo@gmail.com,8/31/21,,37511,CLEAR,561,ORLANDO,6169 Metrowest Blvd Unit 101,,289-3026,FL,32835,,12/29/17,ORLANDO,7932 West Sand Lake Suite 304,FL,32819,,N,Massage Establishment,MM,12/29/17,"7932 West Sand Lake Suite 304, ORLANDO, FL 32819",Florida,Orange County,United States,"7932 W Sand Lake Rd #304, Sand Lake, FL 32819, USA",28.4498492,Sand Lake,-81.4908048,OK,,32819,,West Sand Lake Road,7932,304,28.44985:-81.49080,28.44985:-81.49080#304,massage,39052,0,0
N,"TherapyWorks of Jacksonville, Inc.",65,ST.JOHNS,james@ourtherapyworks.com,8/31/19,,37244,CLEAR,904,SAINT JOHNS,285 Sparrow Branch Circle,,962-1381,FL,32259,,11/1/17,JACKSONVILLE,8855 San Jose Boulevard,FL,32217,,N,Massage Establishment,MM,11/1/17,"8855 San Jose Boulevard, JACKSONVILLE, FL 32217",Florida,Duval County,United States,"8855 San Jose Blvd, Jacksonville, FL 32217, USA",30.2183949,Jacksonville,-81.6161888,OK,Goodby's Creek,32217,4244,San Jose Boulevard,8855,,30.21839:-81.61619,30.21839:-81.61619#,massage,38792,0,0
N,EMF Westchase LLC,39,HILLSBOROUGH,emfwestchase@gmail.com,8/31/19,,37304,CLEAR,941,TAMPA,12185 W Linebaugh Ave,,713-8093,FL,33626,,11/13/17,TAMPA,12185 W Linebaugh Ave,FL,33626,,N,Massage Establishment,MM,11/13/17,"12185 W Linebaugh Ave, TAMPA, FL 33626",Florida,Hillsborough County,United States,"12185 W Linebaugh Ave, Westchase, FL 33626, USA",28.0572763,Westchase,-82.6267979,OK,,33626,,West Linebaugh Avenue,12185,,28.05728:-82.62680,28.05728:-82.62680#,massage,38799,0,0
N,ORANGE SAUNA SPA INC.,733,Out of State,lqincpaea@gmail.com,8/31/19,,37370,CLEAR,917,FLUSHING,136-31 41ST AVE 5A,,833-1525,NY,11355,,11/29/17,WEEKI WACHEE,9260 CORTEZ BLVD,FL,34613,,N,Massage Establishment,MM,11/29/17,"9260 CORTEZ BLVD, WEEKI WACHEE, FL 34613",Florida,Hernando County,United States,"9260 Cortez Blvd, Spring Hill, FL 34613, USA",28.5192624,Spring Hill,-82.5663221,OK,,34613,,Cortez Boulevard,9260,,28.51926:-82.56632,28.51926:-82.56632#,massage,38921,0,0
N,Cannizzaro Integrative Pediatric Center,69,SEMINOLE,nursemel@mycipc.com,8/31/21,,37759,CLEAR,321,LONGWOOD,357 Wekiva Springs Rd,,280-5867,FL,32779,,3/6/18,LONGWOOD,357 Wekiva Springs Rd,FL,32779,,N,Massage Establishment,MM,3/6/18,"357 Wekiva Springs Rd, LONGWOOD, FL 32779",Florida,Seminole County,United States,"357 Wekiva Springs Rd, Longwood, FL 32779, USA",28.6902506,Longwood,-81.4088597,OK,,32779,3607,Wekiva Springs Road,357,,28.69025:-81.40886,28.69025:-81.40886#,massage,38802,0,0
N,Amerida Enterprises LLC,60,PALM BEACH,bocaraton@handandstone.com,8/31/19,,37303,CLEAR,705,BOCA RATON,9930 Clint Moore Road,,665-1442,FL,33496,D103,11/13/17,BOCA RATON,9930 Clint Moore Road,FL,33496,D103,N,Massage Establishment,MM,11/13/17,"9930 Clint Moore Road, BOCA RATON, FL 33496",Florida,Palm Beach County,United States,"9930 Clint Moore Rd, Boca Raton, FL 33496, USA",26.4081596,Boca Raton,-80.2028827,OK,,33496,1038,Clint Moore Road,9930,,26.40816:-80.20288,26.40816:-80.20288#,massage,38050,0,0
N,"Baba Nail Lounge and Spa, LLC",58,ORANGE,info@babanails.com,8/31/21,,37305,CLEAR,352,CLERMONT,1048 E Highway 50,,394-1212,FL,34711,,11/14/17,CLERMONT,1048 E Highway 50,FL,34711,,N,Massage Establishment,MM,11/14/17,"1048 E Highway 50, CLERMONT, FL 34711",Florida,Lake County,United States,"1048 W Hwy 50, Clermont, FL 34711, USA",28.5563621,Clermont,-81.7848159,OK,,34711,,West Highway 50,1048,,28.55636:-81.78482,28.55636:-81.78482#,massage,38824,0,0
N,balance health and beauty institute,19,CITRUS,balspainstitute@gmail.com,8/31/19,,39004,CLEAR,352,LECANTO,2720 W. Woodview Ln.,,513-2050,FL,34461,,1/25/19,LECANTO,2720 W. Woodview Ln.,FL,34461,,N,Massage Establishment,MM,1/25/19,"2720 W. Woodview Ln., LECANTO, FL 34461",Florida,Citrus County,United States,"2720 W Woodview Ln, Lecanto, FL 34461, USA",28.9011983,Lecanto,-82.4795168,OK,,34461,,West Woodview Lane,2720,,28.90120:-82.47952,28.90120:-82.47952#,massage,39169,0,0
N,HANA SPA AND MASSAGE INC,26,DUVAL,kayaninterpretingnconsulting@gmail.com,8/31/19,,34114,CLEAR,904,JACKSONVILLE,9210 San Jose BLVD,,673-7606,FL,32257,STE 1B,9/1/15,JACKSONVILLE,9210 San Jose BLVD,FL,32257,STE 1B,N,Massage Establishment,MM,9/1/15,"9210 San Jose BLVD, JACKSONVILLE, FL 32257",Florida,Duval County,United States,"9210 San Jose Blvd, Jacksonville, FL 32257, USA",30.211166,Jacksonville,-81.6179473,OK,Beauclerc,32257,5562,San Jose Boulevard,9210,,30.21117:-81.61795,30.21117:-81.61795#,massage,34451,0,0
N,URBAN GYPSIES INC.,62,PINELLAS,urbangypsies@msn.com,8/31/19,,34569,CLEAR,727,GULFPORT,5110 TANGERINE AVE S.,,512-1765,FL,33707,,12/3/15,GULFPORT,2914 1/2 BEACH BLVD S.,FL,33707,SUITE 3,N,Massage Establishment,MM,12/3/15,"2914 1/2 BEACH BLVD S., GULFPORT, FL 33707",Florida,Pinellas County,United States,"2914 Beach Blvd S, Gulfport, FL 33707, USA",27.7406927,Gulfport,-82.7075196,OK,,33707,5548,Beach Boulevard South,2914,,27.74069:-82.70752,27.74069:-82.70752#,massage,35024,0,0
N,HushSpa LLC,16,BROWARD,info@hushfl.com,8/31/19,,37864,CLEAR,954,WILTON MANORS,2219 Wilton Drive,,873-3120,FL,33305,,3/27/18,FORT LAUDERDALE,2219 Wilton Drive,FL,33305,,N,Massage Establishment,MM,3/27/18,"2219 Wilton Drive, FORT LAUDERDALE, FL 33305",Florida,Broward County,United States,"2219 Wilton Dr, Wilton Manors, FL 33305, USA",26.156531,Wilton Manors,-80.1383764,OK,,33305,,Wilton Drive,2219,,26.15653:-80.13838,26.15653:-80.13838#,massage,39059,0,0
N,zhaopingliu,76,WALTON,zhaopingliu2013@163.com,8/31/21,,37306,CLEAR,626,MIRAMAR BEACH,50 s holiday road suite 400,,782-1367,FL,32550,,11/14/17,MIRAMAR BEACH,50 s holiday road suite 400,FL,32550,,N,Massage Establishment,MM,11/14/17,"50 s holiday road suite 400, MIRAMAR BEACH, FL 32550",Florida,Walton County,United States,"50 S Holiday Rd #400, Miramar Beach, FL 32550, USA",30.3841908,Miramar Beach,-86.3813287,OK,,32550,,South Holiday Road,50,400,30.38419:-86.38133,30.38419:-86.38133#400,massage,38857,0,0
N,Body Key Lutz LLC,39,HILLSBOROUGH,atyourlaw@gmail.com,8/31/21,,37455,CLEAR,626,LUTZ,19098 LONG LAKE RANCH BLVD,,863-4127,FL,33558,,12/18/17,OLDSMAR,"3730 Tampa Rd, Unit 3",FL,34677,,N,Massage Establishment,MM,12/18/17,"3730 Tampa Rd, Unit 3, OLDSMAR, FL 34677",Florida,Pinellas County,United States,"3730 Tampa Rd #3, Oldsmar, FL 34677, USA",28.0433439,Oldsmar,-82.6795245,OK,,34677,6301,Tampa Road,3730,3,28.04334:-82.67952,28.04334:-82.67952#3,massage,39061,0,0
N,9272 SERVICE GROUP LLC,23,MIAMI-DADE,,8/31/19,,37324,CLEAR,786,MIAMI,9272 SW 40TH STREET,,227-6928,FL,33165,,11/16/17,MIAMI,9272 SW 40TH STREET,FL,33165,,N,Massage Establishment,MM,11/16/17,"9272 SW 40TH STREET, MIAMI, FL 33165",Florida,Miami-Dade County,United States,"9272 SW 40th St, Olympia Heights, FL 33165, USA",25.7324431,Olympia Heights,-80.3448308,OK,,33165,,Southwest 40th Street,9272,,25.73244:-80.34483,25.73244:-80.34483#,massage,38900,0,0
N,SERVICE CONCIERGE INC.,23,MIAMI-DADE,,8/31/19,,37247,CLEAR,305,MIAMI BEACH,40 ISLAND AVENUE,,446-0123,FL,33139,,11/1/17,MIAMI BEACH,40 ISLAND AVENUE,FL,33139,,N,Massage Establishment,MM,11/1/17,"40 ISLAND AVENUE, MIAMI BEACH, FL 33139",Florida,Miami-Dade County,United States,"40 Island Ave, Miami Beach, FL 33139, USA",25.79175,Miami Beach,-80.149086,OK,Venetian Islands,33139,,Island Avenue,40,,25.79175:-80.14909,25.79175:-80.14909#,massage,38695,0,0
N,LCS SALON INC,62,PINELLAS,lori@nourishstpete.com,8/31/19,,37481,CLEAR,727,SAINT PETERSBURG,9069 4TH ST N,,954-5260,FL,33702,,12/22/17,SAINT PETERSBURG,9069 4TH ST. N,FL,33702,,N,Massage Establishment,MM,12/22/17,"9069 4TH ST. N, SAINT PETERSBURG, FL 33702",Florida,Pinellas County,United States,"9069 4th St N, St. Petersburg, FL 33702, USA",27.8546761,St. Petersburg,-82.6382474,OK,Riviera Bay,33702,,4th Street North,9069,,27.85468:-82.63825,27.85468:-82.63825#,massage,39006,0,0
N,Aroma Dream Spa LLC,60,PALM BEACH,282174829@qq.com,8/31/19,,37542,CLEAR,917,BOCA RATON,#2 2800 N Federal Hwy,,605-9994,FL,33431,,1/10/18,BOCA RATON,#2 2800 N Federal Hwy,FL,33431,,N,Massage Establishment,MM,1/10/18,"#2 2800 N Federal Hwy, BOCA RATON, FL 33431",Florida,Palm Beach County,United States,"2800 N Federal Hwy #2, Boca Raton, FL 33431, USA",26.3768792,Boca Raton,-80.0759735,OK,,33431,,North Federal Highway,2800,2,26.37688:-80.07597,26.37688:-80.07597#2,massage,39111,0,0
N,"A PLUS S ENTERPRISES, LLC",62,PINELLAS,dnaelite33@gmail.com,8/31/19,,37439,CLEAR,727,ST PETERSBURG,6837 4th Street North,,685-5812,FL,33702,,12/13/17,ST PETERSBURG,6837 4th Street North,FL,33702,,N,Massage Establishment,MM,12/13/17,"6837 4th Street North, ST PETERSBURG, FL 33702",Florida,Pinellas County,United States,"6837 4th St N, St. Petersburg, FL 33702, USA",27.8349039,St. Petersburg,-82.6382894,OK,,33702,6844,4th Street North,6837,,27.83490:-82.63829,27.83490:-82.63829#,massage,38937,0,0
N,SEMINOLE HEIGHTS COMMUNITY ACUPUNCTURE LLC,39,HILLSBOROUGH,gururaskaur@mac.com,8/31/19,,32125,CLEAR,813,TAMPA,6420 N CENTRAL AVE,,237-8920,FL,33604,,2/27/14,TAMPA,6420 N CENTRAL AVE,FL,33604,,N,Massage Establishment,MM,11/21/17,"6420 N CENTRAL AVE, TAMPA, FL 33604",Florida,Hillsborough County,United States,"6420 N Central Ave, Tampa, FL 33604, USA",28.0064702,Tampa,-82.4556656,OK,Old Seminole Heights,33604,8100,North Central Avenue,6420,,28.00647:-82.45567,28.00647:-82.45567#,massage,32153,0,0
N,CLOUD 9 SPA LLC,53,MARTIN,reka.tokics@outlook.com,8/31/19,,37281,CLEAR,321,STUART,3214 SE FEDERAL HIGHWAY,,347-1833,FL,34997,,11/7/17,STUART,3214 SE FEDERAL HIGHWAY,FL,34997,,N,Massage Establishment,MM,11/7/17,"3214 SE FEDERAL HIGHWAY, STUART, FL 34997",Florida,Martin County,United States,"3214 SE Federal Hwy, Stuart, FL 34997, USA",27.1640827,Stuart,-80.2289509,OK,,34997,,Southeast Federal Highway,3214,,27.16408:-80.22895,27.16408:-80.22895#,massage,38630,0,0
